작품id,작품id 링크,작품 제목,작가id,저자,ISNI,연도,링크,선정 이유 or 참고 자료,민족문화대백과사전 링크,민족문화대백과사전 id
없음,없음,청춘극장(장편),https://www.wikidata.org/wiki/Special:EntityPage/Q625336,김내성,0000 0004 5440 1918,1949,https://ko.wikisource.org/wiki/청춘극장/3권/29장,김내성이 해방 후 주로 창작했던 대중 연애 소설의 대표작.,https://encykorea.aks.ac.kr/Article/E0056803,E0056803
없음,없음,청춘극장(장편),https://www.wikidata.org/wiki/Special:EntityPage/Q625336,김내성,0000 0004 5440 1918,1949,https://ko.wikisource.org/wiki/청춘극장/3권/30장,김내성이 해방 후 주로 창작했던 대중 연애 소설의 대표작.,https://encykorea.aks.ac.kr/Article/E0056803,E0056803
없음,없음,청춘극장(장편),https://www.wikidata.org/wiki/Special:EntityPage/Q625336,김내성,0000 0004 5440 1918,1949,https://ko.wikisource.org/wiki/청춘극장/3권/31장,김내성이 해방 후 주로 창작했던 대중 연애 소설의 대표작.,https://encykorea.aks.ac.kr/Article/E0056803,E0056803
없음,없음,청춘극장(장편),https://www.wikidata.org/wiki/Special:EntityPage/Q625336,김내성,0000 0004 5440 1918,1949,https://ko.wikisource.org/wiki/청춘극장/3권/32장,김내성이 해방 후 주로 창작했던 대중 연애 소설의 대표작.,https://encykorea.aks.ac.kr/Article/E0056803,E0056803
없음,없음,청춘극장(장편),https://www.wikidata.org/wiki/Special:EntityPage/Q625336,김내성,0000 0004 5440 1918,1949,https://ko.wikisource.org/wiki/청춘극장/3권/33장,김내성이 해방 후 주로 창작했던 대중 연애 소설의 대표작.,https://encykorea.aks.ac.kr/Article/E0056803,E0056803
없음,없음,청춘극장(장편),https://www.wikidata.org/wiki/Special:EntityPage/Q625336,김내성,0000 0004 5440 1918,1949,https://ko.wikisource.org/wiki/청춘극장/3권/34장,김내성이 해방 후 주로 창작했던 대중 연애 소설의 대표작.,https://encykorea.aks.ac.kr/Article/E0056803,E0056803
없음,없음,청춘극장(장편),https://www.wikidata.org/wiki/Special:EntityPage/Q625336,김내성,0000 0004 5440 1918,1949,https://ko.wikisource.org/wiki/청춘극장/3권/35장,김내성이 해방 후 주로 창작했던 대중 연애 소설의 대표작.,https://encykorea.aks.ac.kr/Article/E0056803,E0056803
없음,없음,청춘극장(장편),https://www.wikidata.org/wiki/Special:EntityPage/Q625336,김내성,0000 0004 5440 1918,1949,https://ko.wikisource.org/wiki/청춘극장/3권/36장,김내성이 해방 후 주로 창작했던 대중 연애 소설의 대표작.,https://encykorea.aks.ac.kr/Article/E0056803,E0056803
없음,없음,청춘극장(장편),https://www.wikidata.org/wiki/Special:EntityPage/Q625336,김내성,0000 0004 5440 1918,1949,https://ko.wikisource.org/wiki/청춘극장/3권/37장,김내성이 해방 후 주로 창작했던 대중 연애 소설의 대표작.,https://encykorea.aks.ac.kr/Article/E0056803,E0056803
없음,없음,청춘극장(장편),https://www.wikidata.org/wiki/Special:EntityPage/Q625336,김내성,0000 0004 5440 1918,1949,https://ko.wikisource.org/wiki/청춘극장/3권/38장,김내성이 해방 후 주로 창작했던 대중 연애 소설의 대표작.,https://encykorea.aks.ac.kr/Article/E0056803,E0056803
없음,없음,청춘극장(장편),https://www.wikidata.org/wiki/Special:EntityPage/Q625336,김내성,0000 0004 5440 1918,1949,https://ko.wikisource.org/wiki/청춘극장/3권/39장,김내성이 해방 후 주로 창작했던 대중 연애 소설의 대표작.,https://encykorea.aks.ac.kr/Article/E0056803,E0056803
없음,없음,청춘극장(장편),https://www.wikidata.org/wiki/Special:EntityPage/Q625336,김내성,0000 0004 5440 1918,1949,https://ko.wikisource.org/wiki/청춘극장/3권/40장,김내성이 해방 후 주로 창작했던 대중 연애 소설의 대표작.,https://encykorea.aks.ac.kr/Article/E0056803,E0056803
없음,없음,청춘극장(장편),https://www.wikidata.org/wiki/Special:EntityPage/Q625336,김내성,0000 0004 5440 1918,1949,https://ko.wikisource.org/wiki/청춘극장/3권/41장,김내성이 해방 후 주로 창작했던 대중 연애 소설의 대표작.,https://encykorea.aks.ac.kr/Article/E0056803,E0056803
없음,없음,청춘극장(장편),https://www.wikidata.org/wiki/Special:EntityPage/Q625336,김내성,0000 0004 5440 1918,1949,https://ko.wikisource.org/wiki/청춘극장/3권/42장,김내성이 해방 후 주로 창작했던 대중 연애 소설의 대표작.,https://encykorea.aks.ac.kr/Article/E0056803,E0056803
없음,없음,청춘극장(장편),https://www.wikidata.org/wiki/Special:EntityPage/Q625336,김내성,0000 0004 5440 1918,1949,https://ko.wikisource.org/wiki/청춘극장/3권/43장,김내성이 해방 후 주로 창작했던 대중 연애 소설의 대표작.,https://encykorea.aks.ac.kr/Article/E0056803,E0056803
없음,없음,청춘극장(장편),https://www.wikidata.org/wiki/Special:EntityPage/Q625336,김내성,0000 0004 5440 1918,1949,https://ko.wikisource.org/wiki/청춘극장/3권/44장,김내성이 해방 후 주로 창작했던 대중 연애 소설의 대표작.,https://encykorea.aks.ac.kr/Article/E0056803,E0056803
없음,없음,청춘극장(장편),https://www.wikidata.org/wiki/Special:EntityPage/Q625336,김내성,0000 0004 5440 1918,1949,https://ko.wikisource.org/wiki/청춘극장/3권/45장,김내성이 해방 후 주로 창작했던 대중 연애 소설의 대표작.,https://encykorea.aks.ac.kr/Article/E0056803,E0056803
없음,없음,청춘극장(장편),https://www.wikidata.org/wiki/Special:EntityPage/Q625336,김내성,0000 0004 5440 1918,1949,https://ko.wikisource.org/wiki/청춘극장/3권/46장,김내성이 해방 후 주로 창작했던 대중 연애 소설의 대표작.,https://encykorea.aks.ac.kr/Article/E0056803,E0056803
없음,없음,청춘극장(장편),https://www.wikidata.org/wiki/Special:EntityPage/Q625336,김내성,0000 0004 5440 1918,1949,https://ko.wikisource.org/wiki/청춘극장/3권/47장,김내성이 해방 후 주로 창작했던 대중 연애 소설의 대표작.,https://encykorea.aks.ac.kr/Article/E0056803,E0056803
없음,없음,청춘극장(장편),https://www.wikidata.org/wiki/Special:EntityPage/Q625336,김내성,0000 0004 5440 1918,1949,https://ko.wikisource.org/wiki/청춘극장/3권/48장,김내성이 해방 후 주로 창작했던 대중 연애 소설의 대표작.,https://encykorea.aks.ac.kr/Article/E0056803,E0056803
없음,없음,청춘극장(장편),https://www.wikidata.org/wiki/Special:EntityPage/Q625336,김내성,0000 0004 5440 1918,1949,https://ko.wikisource.org/wiki/청춘극장/3권/49장,김내성이 해방 후 주로 창작했던 대중 연애 소설의 대표작.,https://encykorea.aks.ac.kr/Article/E0056803,E0056803
없음,없음,청춘극장(장편),https://www.wikidata.org/wiki/Special:EntityPage/Q625336,김내성,0000 0004 5440 1918,1949,https://ko.wikisource.org/wiki/청춘극장/3권/50장,김내성이 해방 후 주로 창작했던 대중 연애 소설의 대표작.,https://encykorea.aks.ac.kr/Article/E0056803,E0056803
없음,없음,청춘극장(장편),https://www.wikidata.org/wiki/Special:EntityPage/Q625336,김내성,0000 0004 5440 1918,1949,https://ko.wikisource.org/wiki/청춘극장/3권/51장,김내성이 해방 후 주로 창작했던 대중 연애 소설의 대표작.,https://encykorea.aks.ac.kr/Article/E0056803,E0056803
없음,없음,청춘극장(장편),https://www.wikidata.org/wiki/Special:EntityPage/Q625336,김내성,0000 0004 5440 1918,1949,https://ko.wikisource.org/wiki/청춘극장/3권/52장,김내성이 해방 후 주로 창작했던 대중 연애 소설의 대표작.,https://encykorea.aks.ac.kr/Article/E0056803,E0056803
없음,없음,청춘극장(장편),https://www.wikidata.org/wiki/Special:EntityPage/Q625336,김내성,0000 0004 5440 1918,1949,https://ko.wikisource.org/wiki/청춘극장/3권/53장,김내성이 해방 후 주로 창작했던 대중 연애 소설의 대표작.,https://encykorea.aks.ac.kr/Article/E0056803,E0056803
없음,없음,청춘극장(장편),https://www.wikidata.org/wiki/Special:EntityPage/Q625336,김내성,0000 0004 5440 1918,1949,https://ko.wikisource.org/wiki/청춘극장/3권/54장,김내성이 해방 후 주로 창작했던 대중 연애 소설의 대표작.,https://encykorea.aks.ac.kr/Article/E0056803,E0056803
없음,없음,청춘극장(장편),https://www.wikidata.org/wiki/Special:EntityPage/Q625336,김내성,0000 0004 5440 1918,1949,https://ko.wikisource.org/wiki/청춘극장/3권/55장,김내성이 해방 후 주로 창작했던 대중 연애 소설의 대표작.,https://encykorea.aks.ac.kr/Article/E0056803,E0056803
